cs	cs		c	cs	cs	cs	cs	cs	cs	cs	c	cs	cs	cs	cs	cs	cs	cs	cs	c	c	c	c	c	cs	cs	cs	c	cs	cs	cs	cs	cs	cs							
80031	冰雪欢歌（永久）	头像框-圣诞节	使用后可获得传说级头像框。漫天飞雪中传来悠扬的歌声，圣诞精灵悄然送上祝福。	9		1	4	10009|-1			通过节庆活动可获得									DK_Img_Player_AvatarFrame_Christmas_1			DK_Bg_CM_Item4					9999													
80033	冰雪欢歌（3天）	头像框-圣诞节	使用后可获得传说级头像框。漫天飞雪中传来悠扬的歌声，圣诞精灵悄然送上祝福。	9		2	4	10009|259200			通过节庆活动可获得									DK_Img_Player_AvatarFrame_Christmas_1			DK_Bg_CM_Item3	3d				9999													
80041	世界之战（永久）	头像框-世界入侵	使用后可获得传说级头像框。战争已经到来，无可避免！为了本世界的荣耀战斗吧！	9		1	4	10010|-1			通过世界入侵活动可获得									DK_Img_Player_AvatarFrame_10			DK_Bg_CM_Item4					9999													
80042	世界之战（7天）	头像框-世界入侵	使用后可获得传说级头像框。战争已经到来，无可避免！为了本世界的荣耀战斗吧！	9		2	4	10010|604800			通过世界入侵活动可获得									DK_Img_Player_AvatarFrame_10			DK_Bg_CM_Item3	7d				9999													
80043	世界之战（15天）	头像框-世界入侵	使用后可获得传说级头像框。战争已经到来，无可避免！为了本世界的荣耀战斗吧！	9		2	4	10010|1296000			通过世界入侵活动可获得									DK_Img_Player_AvatarFrame_10			DK_Bg_CM_Item3	15d				9999													
80051	瑞蛇迎春（永久）	头像框-2025蛇年春节	使用后可获得传说级头像框。	9		1	4	10011|-1			通过节庆活动可获得									DK_Img_Player_AvatarFrame_12			DK_Bg_CM_Item4					9999													
80052	瑞蛇迎春（7天）	头像框-2025蛇年春节	使用后可获得传说级头像框。	9		2	4	10011|604800			通过节庆活动可获得									DK_Img_Player_AvatarFrame_12			DK_Bg_CM_Item3	7d				9999													
80053	瑞蛇迎春（15天）	头像框-2025蛇年春节	使用后可获得传说级头像框。	9		2	4	10011|1296000			通过节庆活动可获得									DK_Img_Player_AvatarFrame_12			DK_Bg_CM_Item3	15d				9999													
80061	爱意缠绕（永久）	头像框-2025情人节	使用后可获得传说级头像框。	9		1	4	10012|-1			通过节庆活动可获得									DK_Img_Player_AvatarFrame_ValentinesDay			DK_Bg_CM_Item4					9999													
80062	爱意缠绕（7天）	头像框-2025情人节	使用后可获得传说级头像框。	9		2	4	10012|604800			通过节庆活动可获得									DK_Img_Player_AvatarFrame_ValentinesDay			DK_Bg_CM_Item3	7d				9999													
80063	爱意缠绕（15天）	头像框-2025情人节	使用后可获得传说级头像框。	9		2	4	10012|1296000			通过节庆活动可获得									DK_Img_Player_AvatarFrame_ValentinesDay			DK_Bg_CM_Item3	15d				9999													
80071	风暴领主（永久）	头像框-kvk	使用后可获得传说级头像框。	9		1	4	10013|-1			通过风暴逐鹿活动可获得									DK_Img_Player_AvatarFrame_kvk			DK_Bg_CM_Item4					9999													
80072	风暴领主（7天）	头像框-kvk	使用后可获得传说级头像框。	9		1	4	10013|604800			通过风暴逐鹿活动可获得									DK_Img_Player_AvatarFrame_kvk			DK_Bg_CM_Item3	7d				9999													
80073	风暴领主（15天）	头像框-kvk	使用后可获得传说级头像框。	9		1	4	10013|1296000			通过风暴逐鹿活动可获得									DK_Img_Player_AvatarFrame_kvk			DK_Bg_CM_Item3	15d				9999													
80074	风暴领主（30天）	头像框-kvk	使用后可获得传说级头像框。	9		1	4	10013|2592000			通过风暴逐鹿活动可获得									DK_Img_Player_AvatarFrame_kvk			DK_Bg_CM_Item4	30d				9999													
80081	雷霆守卫（永久）	头像框-kvk	使用后可获得传说级头像框。	9		1	4	10014|-1			通过风暴逐鹿活动可获得									DK_Img_Player_AvatarFrame_kvk_2			DK_Bg_CM_Item4					9999													
80082	雷霆守卫（7天）	头像框-kvk	使用后可获得传说级头像框。	9		1	4	10014|604800			通过风暴逐鹿活动可获得									DK_Img_Player_AvatarFrame_kvk_2			DK_Bg_CM_Item3	7d				9999													
80083	雷霆守卫（15天）	头像框-kvk	使用后可获得传说级头像框。	9		1	4	10014|1296000			通过风暴逐鹿活动可获得									DK_Img_Player_AvatarFrame_kvk_2			DK_Bg_CM_Item3	15d				9999													
80084	雷霆守卫（30天）	头像框-kvk	使用后可获得传说级头像框。	9		1	4	10014|2592000			通过风暴逐鹿活动可获得									DK_Img_Player_AvatarFrame_kvk_2			DK_Bg_CM_Item4	30d				9999													
80091	滑稽舞台（永久）	头像框-2025愚人节	使用后可获得传说级头像框。	9		1	4	10015|-1			通过节庆活动可获得									DK_Img_Player_AvatarFrame_AFD			DK_Bg_CM_Item4					9999													
80092	滑稽舞台（7天）	头像框-2025愚人节	使用后可获得传说级头像框。	9		2	4	10015|604800			通过节庆活动可获得									DK_Img_Player_AvatarFrame_AFD			DK_Bg_CM_Item4	7d				9999													
80101	彩虹甜圈圈（永久）	头像框-2025儿童节	使用后可获得传说级头像框。	9		1	4	10016|-1			暂无获取渠道									DK_Img_Player_AvatarFrame_cd			DK_Bg_CM_Item4					9999													
80102	彩虹甜圈圈（7天）	头像框-2025儿童节	使用后可获得传说级头像框。	9		2	4	10016|604800			暂无获取渠道									DK_Img_Player_AvatarFrame_cd			DK_Bg_CM_Item4	7d				9999													
80103	1周年彩环（永久）	头像框-一周年	使用后可获得传说级头像框。贝拉亲手编制的彩环，上面缀满彩球与蜡烛，象征酒馆一周年的欢乐与光彩。	9		1	4	10017|-1			暂无获取渠道									DK_Img_Player_AvatarFrame_anniversary			DK_Bg_CM_Item4					9999													
80104	灵魂之环（永久）	头像框-亡灵祭	使用后可获得传说级头像框。	9		1	4	10018|-1			暂无获取渠道									DK_Img_Player_AvatarFrame_DOTD			DK_Bg_CM_Item4					9999													
80105	人鱼之歌（永久）	头像框-人鱼之歌	使用后可获得传说级头像框。	9		1	4	10019|-1			暂无获取渠道									DK_Img_Player_AvatarFrame_mermaid			DK_Bg_CM_Item4					9999													
80106	玉兔逐月（永久）	头像框-团圆之夜	使用后可获得传说级头像框。	9		1	4	10020|-1			暂无获取渠道									DK_Img_Player_AvatarFrame_MF			DK_Bg_CM_Item4					9999													
80107	秋酿金环（永久）	头像框-秋酿大赛	使用后可获得传说级头像框。	9		1	4	10021|-1			暂无获取渠道									DK_Img_Player_AvatarFrame_winemaking01			DK_Bg_CM_Item4					9999													
80108	秋酿银环（永久）	头像框-秋酿大赛	使用后可获得传说级头像框。	9		1	4	10022|-1			暂无获取渠道									DK_Img_Player_AvatarFrame_winemaking02			DK_Bg_CM_Item4					9999													
80109	秋酿铜环（永久）	头像框-秋酿大赛	使用后可获得传说级头像框。	9		1	4	10023|-1			暂无获取渠道									DK_Img_Player_AvatarFrame_winemaking03			DK_Bg_CM_Item4					9999													
80110	双羽冠辉（永久）	头像框-26尼罗之辉	使用后可获得传说级头像框。	9		1	4	10026|-1		100314	通过尼罗之辉活动获得									DK_Img_Player_AvatarFrame_Egypt			DK_Bg_CM_Item4					9999													
80111	魔海之主（永久）	头像框-kvk魔山	使用后可获得传说级头像框。	9		1	4	10024|-1			通过魔海回声活动可获得									DK_Img_Player_AvatarFrame_moshan			DK_Bg_CM_Item4					9999													
80122	魔海之主（30天）	头像框-kvk魔山	使用后可获得传说级头像框。	9		1	4	10024|2592000			通过魔海回声活动可获得									DK_Img_Player_AvatarFrame_moshan			DK_Bg_CM_Item4	30d				9999													
80112	龙焰誓约（永久）	头像框-26尼罗之辉	使用后可获得传说级头像框。	9		1	4	10027|-1		100343	通过新春龙舞活动获取									DK_Img_Player_AvatarFrame_SpringFestival02			DK_Bg_CM_Item4					9999													
80131	至尊盟契（14天）	头像框-GvG	使用后可获得传说级头像框。	9		1	4	10025|1209600			通过公会争霸赛活动可获得									DK_Img_Player_AvatarFrame_GVG			DK_Bg_CM_Item4	14d				9999													
81001	南瓜灯岬（永久）	岛屿皮肤-万圣节	使用后可获得传说级岛屿皮肤。传说“南瓜灯岬”每逢夜晚，杰克的亡魂用灯火引船入海，永无归路。	9		1	14	1002|1|-1			通过限时专属商店购买									DK_icon_hq_halloween			DK_Bg_CM_Item4					9999													
81002	南瓜灯岬（1天）	岛屿皮肤-万圣节	使用后可获得传说级岛屿皮肤。传说“南瓜灯岬”每逢夜晚，杰克的亡魂用灯火引船入海，永无归路。	9		2	14	1002|1|86400			通过限时专属商店购买									DK_icon_hq_halloween			DK_Bg_CM_Item3	1d				9999													
81003	南瓜灯岬（3天）	岛屿皮肤-万圣节	使用后可获得传说级岛屿皮肤。传说“南瓜灯岬”每逢夜晚，杰克的亡魂用灯火引船入海，永无归路。	9		2	14	1002|1|259200			通过限时专属商店购买									DK_icon_hq_halloween			DK_Bg_CM_Item3	3d				9999													
81004	南瓜灯岬（7天）	岛屿皮肤-万圣节	使用后可获得传说级岛屿皮肤。传说“南瓜灯岬”每逢夜晚，杰克的亡魂用灯火引船入海，永无归路。	9		2	14	1002|1|604800			通过限时专属商店购买									DK_icon_hq_halloween			DK_Bg_CM_Item3	7d				9999													
81005	南瓜灯岬（30天）	岛屿皮肤-万圣节	使用后可获得传说级岛屿皮肤。传说“南瓜灯岬”每逢夜晚，杰克的亡魂用灯火引船入海，永无归路。	9		2	14	1002|1|2592000			通过限时专属商店购买									DK_icon_hq_halloween			DK_Bg_CM_Item4	30d				9999													
81006	南瓜灯岬（限期）	岛屿皮肤-万圣节	使用后可获得传说级岛屿皮肤（有效期至2024-10-28 UTC 0点）。传说“南瓜灯岬”每逢夜晚，杰克的亡魂用灯火引船入海，永无归路。	9		1	14	1002|2|1730073600			通过限时专属商店购买									DK_icon_hq_halloween			DK_Bg_CM_Item4					9999													
81011	度假酒馆（永久）	岛屿皮肤-累计充值	使用后可获得传说级岛屿皮肤。凭海而立，融合了自然与人文，成为休憩与享受海风的理想之地。	9		1	14	1003|1|-1			通过新手累充活动获得									DK_icon_island_common_2			DK_Bg_CM_Item4					9999													
81012	度假酒馆（1天）	岛屿皮肤-累计充值	使用后可获得传说级岛屿皮肤。凭海而立，融合了自然与人文，成为休憩与享受海风的理想之地。	9		2	14	1003|1|86400			通过新手累充活动获得									DK_icon_island_common_2			DK_Bg_CM_Item3	1d				9999													
81013	度假酒馆（3天）	岛屿皮肤-累计充值	使用后可获得传说级岛屿皮肤。凭海而立，融合了自然与人文，成为休憩与享受海风的理想之地。	9		2	14	1003|1|259200			通过新手累充活动获得									DK_icon_island_common_2			DK_Bg_CM_Item3	3d				9999													
81014	度假酒馆（7天）	岛屿皮肤-累计充值	使用后可获得传说级岛屿皮肤。凭海而立，融合了自然与人文，成为休憩与享受海风的理想之地。	9		2	14	1003|1|604800			通过新手累充活动获得									DK_icon_island_common_2			DK_Bg_CM_Item3	7d				9999													
81015	度假酒馆（30天）	岛屿皮肤-累计充值	使用后可获得传说级岛屿皮肤。凭海而立，融合了自然与人文，成为休憩与享受海风的理想之地。	9		2	14	1003|1|2592000			通过新手累充活动获得									DK_icon_island_common_2			DK_Bg_CM_Item4	30d				9999													
81021	鲸骨沙滩（永久）	岛屿皮肤-巢穴	使用后可获得传说级岛屿皮肤。鲸骨长眠沙滩，酒馆聚人说旧事，潮声低诉过往传奇。	9		1	14	1004|1|-1			公会占领3级巢穴可获得									DK_icon_island_common_3			DK_Bg_CM_Item4					9999													
81022	鲸骨沙滩（1天）	岛屿皮肤-巢穴	使用后可获得传说级岛屿皮肤。鲸骨长眠沙滩，酒馆聚人说旧事，潮声低诉过往传奇。	9		2	14	1004|1|86400			公会占领3级巢穴可获得									DK_icon_island_common_3			DK_Bg_CM_Item3	1d				9999													
81023	鲸骨沙滩（3天）	岛屿皮肤-巢穴	使用后可获得传说级岛屿皮肤。鲸骨长眠沙滩，酒馆聚人说旧事，潮声低诉过往传奇。	9		2	14	1004|1|259200			公会占领3级巢穴可获得									DK_icon_island_common_3			DK_Bg_CM_Item3	3d				9999													
81024	鲸骨沙滩（7天）	岛屿皮肤-巢穴	使用后可获得传说级岛屿皮肤。鲸骨长眠沙滩，酒馆聚人说旧事，潮声低诉过往传奇。	9		2	14	1004|1|604800			公会占领3级巢穴可获得									DK_icon_island_common_3			DK_Bg_CM_Item3	7d				9999													
81025	鲸骨沙滩（15天）	岛屿皮肤-巢穴	使用后可获得传说级岛屿皮肤。鲸骨长眠沙滩，酒馆聚人说旧事，潮声低诉过往传奇。	9		2	14	1004|1|1296000			公会占领3级巢穴可获得									DK_icon_island_common_3			DK_Bg_CM_Item3	15d				9999													
81026	鲸骨沙滩（30天）	岛屿皮肤-巢穴	使用后可获得传说级岛屿皮肤。鲸骨长眠沙滩，酒馆聚人说旧事，潮声低诉过往传奇。	9		2	14	1004|1|2592000			公会占领3级巢穴可获得									DK_icon_island_common_3			DK_Bg_CM_Item4	30d				9999													
81031	繁荣岛屿（永久）	岛屿皮肤-酒馆升级	使用后可获得岛屿皮肤	9		1	14	2001|1|-1			升级酒馆可获得									DK_icon_island_common_4			DK_Bg_CM_Item2					9999													
81032	强盛岛屿（永久）	岛屿皮肤-酒馆升级	使用后可获得岛屿皮肤	9		1	14	2002|1|-1			升级酒馆可获得									DK_icon_island_common_5			DK_Bg_CM_Item3					9999													
81033	霸主岛屿（永久）	岛屿皮肤-酒馆升级	使用后可获得岛屿皮肤	9		1	14	2003|1|-1			升级酒馆可获得									DK_icon_island_common_6			DK_Bg_CM_Item4					9999													
81041	雪舞奇缘（永久）	岛屿皮肤-圣诞节	使用后可获得传说级岛屿皮肤。精灵舞动的雪花，将梦与现实编织成了奇妙的冬日故事。	9		1	14	1005|1|-1			通过限时专属商店购买									DK_icon_island_christmas			DK_Bg_CM_Item4					9999													
81043	雪舞奇缘（3天）	岛屿皮肤-圣诞节	使用后可获得传说级岛屿皮肤。精灵舞动的雪花，将梦与现实编织成了奇妙的冬日故事。	9		2	14	1005|1|259200			通过限时专属商店购买									DK_icon_island_christmas			DK_Bg_CM_Item3	3d				9999													
81051	柔情海湾（永久）	岛屿皮肤-情人节	使用后可获得传说级岛屿皮肤。柔情海湾，浪漫轻盈，梦醉于海风间。	9		1	14	1006|1|-1			通过限时专属商店购买									DK_icon_island_ValentinesDay			DK_Bg_CM_Item4					9999													
81053	柔情海湾（3天）	岛屿皮肤-情人节	使用后可获得传说级岛屿皮肤。柔情海湾，浪漫轻盈，梦醉于海风间。	9		2	14	1006|1|259200			通过限时专属商店购买									DK_icon_island_ValentinesDay			DK_Bg_CM_Item3	3d				9999													
81061	女神神殿（永久）	岛屿皮肤-kvk	使用后可获得传说级岛屿皮肤。供奉风暴女神的圣地，信徒在此祈求庇佑，掌控风暴之力。	9		1	14	1007|1|-1			通过风暴逐鹿活动可获得									DK_icon_island_kvk			DK_Bg_CM_Item4					9999													
81065	女神神殿（15天）	岛屿皮肤-kvk	使用后可获得传说级岛屿皮肤。供奉风暴女神的圣地，信徒在此祈求庇佑，掌控风暴之力。	9		1	14	1007|1|1296000			通过风暴逐鹿活动可获得									DK_icon_island_kvk			DK_Bg_CM_Item4	15d				9999													
81066	女神神殿（30天）	岛屿皮肤-kvk	使用后可获得传说级岛屿皮肤。供奉风暴女神的圣地，信徒在此祈求庇佑，掌控风暴之力。	9		1	14	1007|1|2592000			通过风暴逐鹿活动可获得									DK_icon_island_kvk			DK_Bg_CM_Item4	30d				9999													
81071	风暴守卫（永久）	岛屿皮肤-kvk	使用后可获得史诗级岛屿皮肤。矗立于狂风之巅，守卫者操控雷电，抵御外敌入侵。	9		1	14	1008|1|-1			通过风暴逐鹿活动可获得									DK_icon_island_kvk2			DK_Bg_CM_Item3					9999													
81075	风暴守卫（15天）	岛屿皮肤-kvk	使用后可获得史诗级岛屿皮肤。矗立于狂风之巅，守卫者操控雷电，抵御外敌入侵。	9		1	14	1008|1|1296000			通过风暴逐鹿活动可获得									DK_icon_island_kvk2			DK_Bg_CM_Item3	15d				9999													
